case_name,cycles_file,summary_file,num_cycles,dt_estimate_s,tracking_rmse,tracking_mean,tracking_p95,velocity_rmse,solve_time_mean_ms,solve_time_p95_ms,torque_ratio_mean,torque_ratio_p95,failure_rate,accel_rms_norm,jerk_rms_norm_from_dq,jerk_rms_norm_from_q,torque_rate_rms_norm,effort_rate_rms_norm,robot,backend,plant_mass_scale,plant_payload_mass,controller_payload_mass,model_payload,plant_payload_com,controller_payload_com,payload_com_attachment,external_force_body_name,external_force_start_s,external_force_duration_s,external_force,external_torque
external_5N_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/external_5N_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/external_5N_tetrapga_summary.csv,974,0.019999747,0.195475216,0.189379537,0.252684496,0.223439875,15.815668,19.8033328,0.141285065,0.453446017,0,7.3793513,579.012157,1278.64201,785.180867,1816.47028,ur,tetrapga,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,8,0.04,5 0 0,0 0 0
mass_070_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_070_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_070_tetrapga_summary.csv,972,0.020000481,0.195251506,0.190153143,0.24392164,0.233327221,15.954498,19.7619353,0.131422958,1,0,8.61001267,657.78995,1031.04906,738.593568,1611.14791,ur,tetrapga,0.7,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_080_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_080_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_080_tetrapga_summary.csv,972,0.020000358,0.194211666,0.189537581,0.252202224,0.235336183,16.0182837,19.7725161,0.135110603,1,0,9.25610618,729.416494,1141.08041,735.74301,1725.29157,ur,tetrapga,0.8,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_090_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_090_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_090_tetrapga_summary.csv,978,0.020000352,0.191728995,0.1874248,0.246484984,0.230285139,15.766992,19.7380912,0.137854628,1,0,8.79587104,686.828535,1327.57973,780.539295,1817.34728,ur,tetrapga,0.9,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_110_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_110_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_110_tetrapga_summary.csv,965,0.0200000875,0.198141182,0.191800205,0.260036117,0.233851689,16.0181006,21.0068116,0.155794346,1,0,8.45659372,661.270755,1166.15148,753.001201,1864.92556,ur,tetrapga,1.1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_120_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_120_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_120_tetrapga_summary.csv,973,0.01993171,0.198160435,0.193635118,0.255306081,0.222385966,16.1702478,20.9827124,0.149014322,0.346771028,0,7.09677752,551.242707,1048.76903,786.549997,2063.98817,ur,tetrapga,1.2,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_130_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_130_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/mass_130_tetrapga_summary.csv,985,0.01999978,0.192497802,0.188326851,0.241454645,0.213442279,15.5485448,18.3087412,0.146665571,0.307057044,0,7.01381334,561.215023,1409.38557,786.668081,1889.32526,ur,tetrapga,1.3,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
nominal_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/nominal_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/nominal_tetrapga_summary.csv,983,0.020000041,0.192417875,0.187977049,0.245347602,0.226009576,15.7503184,19.1367391,0.14566492,0.569696405,0,8.66423895,684.641572,1366.03013,789.099401,1923.04267,ur,tetrapga,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_2kg_ignored_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_2kg_ignored_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_2kg_ignored_tetrapga_summary.csv,967,0.0199990375,0.200079972,0.194835194,0.254986217,0.216678447,16.1083243,19.7859415,0.148717214,0.327741571,0,6.97039514,566.075228,918.595213,783.20001,1936.32643,ur,tetrapga,1,2,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_2kg_modeled_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_2kg_modeled_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_2kg_modeled_tetrapga_summary.csv,964,0.019997972,0.195352426,0.190102576,0.245301721,0.200414165,16.2897309,21.0118384,0.129880856,0.287099681,0,4.92936713,383.990351,1048.05251,766.918991,1650.79304,ur,tetrapga,1,2,2,1,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_5kg_ignored_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_5kg_ignored_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_5kg_ignored_tetrapga_summary.csv,990,0.0199952,0.19578697,0.190311667,0.261712585,0.208812018,15.4743913,18.1609717,0.172196617,0.345556616,0,5.61095117,448.748632,1378.1419,851.570349,2173.29216,ur,tetrapga,1,5,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_5kg_modeled_tetrapga,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_5kg_modeled_tetrapga_cycles.csv,/home/chenwh/ros2_ws/src/TetraPGA-preview/reviewer_revision_experiments/06_mujoco_robustness_expanded_sweep/paper_scale/batch_20260626_233107/payload_5kg_modeled_tetrapga_summary.csv,914,0.02102442,0.200598493,0.195749552,0.264027698,0.192957449,17.5824968,22.5925411,0.143810541,0.310640998,0,3.54896354,264.241445,872.313239,783.836961,1383.93139,ur,tetrapga,1,5,5,1,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
