case_name,summary_file,robot,backend,num_cycles,tracking_rmse,tracking_mean,tracking_p95,torque_ratio_mean,torque_ratio_p95,torque_ratio_max,solve_time_mean_ms,solve_time_p95_ms,reference_build_mean_ms,reference_build_p95_ms,problem_build_mean_ms,problem_build_p95_ms,warm_start_mean_ms,warm_start_p95_ms,initial_calc_mean_ms,initial_calc_p95_ms,solver_setup_mean_ms,solver_setup_p95_ms,mpc_pipeline_mean_ms,mpc_pipeline_p95_ms,publish_command_mean_ms,publish_command_p95_ms,solver_dam_calc_mean_ms,solver_dam_calc_p95_ms,solver_dam_calcdiff_mean_ms,solver_dam_calcdiff_p95_ms,solver_dynamics_calc_mean_ms,solver_dynamics_calc_p95_ms,solver_dynamics_calcdiff_mean_ms,solver_dynamics_calcdiff_p95_ms,solver_cost_sum_calc_mean_ms,solver_cost_sum_calc_p95_ms,solver_cost_sum_calcdiff_mean_ms,solver_cost_sum_calcdiff_p95_ms,solver_cost_item_total_mean_ms,solver_cost_item_total_p95_ms,solver_collision_cost_total_mean_ms,solver_collision_cost_total_p95_ms,solver_collision_residual_total_mean_ms,solver_collision_residual_total_p95_ms,solver_model_total_mean_ms,solver_model_total_p95_ms,solver_overhead_mean_ms,solver_overhead_p95_ms,initial_model_total_mean_ms,initial_model_total_p95_ms,enable_collision_cost,collision_obstacle_count,collision_weight,collision_safety_distance,realtime_ratio_mean,deadline_miss_rate,failure_rate,dt,horizon,solve_budget_ms,control_rate_hz,experiment_duration_s,plant_mass_scale,plant_payload_mass,controller_payload_mass,model_payload,plant_payload_com,controller_payload_com,payload_com_attachment,external_force_body_name,external_force_start_s,external_force_duration_s,external_force,external_torque
mass_080_tetrapga,mass_080_tetrapga_summary.csv,ur,tetrapga,972,0.194211666,0.189537581,0.252162433,0.135110603,1,1,16.018283689,19.770154,0.038560037,0.042,0.886465409,0.951515,0.010850823,0.012068,2.876181151,2.969328,0.022292654,0.025233,20.016979686,23.740002,0.026716485,0.034059,6.839582266,10.919827,8.943467547,9.191921,6.802729852,10.866255,8.845952784,9.091285,0.025058714,0.038545,0.029370386,0.035,0.023957498,0.032523,0,0,0,0,15.783049814,19.529558,0.235233876,0.251513,2.871998052,2.964463,0,4,50,0.08,0.800914184,0.043209877,0,0.02,20,10,50,20,0.8,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_090_tetrapga,mass_090_tetrapga_summary.csv,ur,tetrapga,978,0.191728995,0.1874248,0.246459557,0.137854628,1,1,15.766991971,19.737358,0.038965871,0.042091,0.8883327,0.950774,0.010772545,0.011971,2.853058005,2.963587,0.022347453,0.025856,19.747098325,23.620951,0.027412899,0.035822,6.664439357,10.237093,8.867688612,9.182196,6.628245426,10.165396,8.769899411,9.081047,0.024699576,0.039301,0.029359582,0.035605,0.023280374,0.031686,0,0,0,0,15.532127969,19.49676,0.234864002,0.25132,2.848981124,2.959329,0,4,50,0.08,0.788349599,0.016359918,0,0.02,20,10,50,20,0.9,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_110_tetrapga,mass_110_tetrapga_summary.csv,ur,tetrapga,965,0.198141182,0.191800205,0.26007486,0.155794346,1,1,16.01810055,21.008459,0.03892008,0.04241,0.891709651,0.960171,0.010944979,0.012049,2.867311789,2.968462,0.022828775,0.026943,20.038925445,25.162975,0.029736083,0.039679,6.844375824,11.637587,8.934904863,9.215648,6.806975324,11.581829,8.834879549,9.107418,0.025762482,0.043185,0.03127296,0.041122,0.024547812,0.037174,0,0,0,0,15.779280687,20.756086,0.238819863,0.261815,2.863106266,2.963891,0,4,50,0.08,0.800905028,0.059067358,0,0.02,20,10,50,20,1.1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_120_tetrapga,mass_120_tetrapga_summary.csv,ur,tetrapga,973,0.198160435,0.193635118,0.255238988,0.149014322,0.341617631,1,16.170247839,20.981932,0.038575842,0.042174,0.89301046,0.952978,0.01080204,0.011963,2.922117383,2.977376,0.022608215,0.02667,20.235513979,25.064689,0.028956692,0.037129,6.829253355,10.925396,9.099980112,9.359349,6.792505547,10.867878,9.000629223,9.257236,0.025297136,0.041048,0.030580917,0.04051,0.024116678,0.035601,0,0,0,0,15.929233467,20.6199,0.241014372,0.257598,2.917448111,2.971887,0,4,50,0.08,0.808512392,0.054470709,0,0.02,20,10,50,20,1.2,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
mass_130_tetrapga,mass_130_tetrapga_summary.csv,ur,tetrapga,985,0.192497802,0.188326851,0.241492121,0.146665571,0.308539821,1,15.548544752,18.310723,0.040234819,0.046999,0.888778551,0.950775,0.01079328,0.012052,2.825243192,2.956677,0.022464269,0.02593,19.525514699,22.459268,0.027715423,0.038174,6.530852372,8.831541,8.783999325,9.154703,6.494783777,8.763846,8.685870131,9.055732,0.024758271,0.039324,0.029782484,0.0404,0.023480549,0.035293,0,0,0,0,15.314851696,18.054721,0.233693056,0.251994,2.820777843,2.951819,0,4,50,0.08,0.777427238,0.011167513,0,0.02,20,10,50,20,1.3,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
nominal_tetrapga,nominal_tetrapga_summary.csv,ur,tetrapga,983,0.192417875,0.187977049,0.245355106,0.14566492,0.575659221,1,15.750318351,19.143525,0.039074111,0.042454,0.885739942,0.945655,0.010874895,0.012291,2.851654385,2.967749,0.021926824,0.025547,19.721080583,23.416449,0.02688284,0.034122,6.632241524,8.942851,8.882811256,9.219291,6.596128109,8.891917,8.785248705,9.115522,0.024536756,0.036838,0.028903309,0.034529,0.023264192,0.030849,0,0,0,0,15.51505278,18.744875,0.235265571,0.250609,2.847573454,2.963436,0,4,50,0.08,0.787515918,0.01525941,0,0.02,20,10,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_2kg_ignored_tetrapga,payload_2kg_ignored_tetrapga_summary.csv,ur,tetrapga,967,0.200079972,0.194835194,0.254991012,0.148717214,0.332006464,1,16.108324264,19.786585,0.039554558,0.043288,0.893326323,0.965921,0.010937364,0.012476,2.896621241,2.974834,0.022425267,0.026356,20.143271834,23.666467,0.027539187,0.036366,6.875181097,10.901515,8.995336567,9.276537,6.838083161,10.847598,8.896653284,9.164467,0.025394992,0.039014,0.030145973,0.038394,0.024475101,0.03464,0,0,0,0,15.870517664,19.549758,0.2378066,0.257174,2.892350362,2.970048,0,4,50,0.08,0.805416213,0.033092037,0,0.02,20,10,50,20,1,2,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_2kg_modeled_tetrapga,payload_2kg_modeled_tetrapga_summary.csv,ur,tetrapga,964,0.195352426,0.190102576,0.245303893,0.129880856,0.287200248,1,16.289730857,21.013485,0.038801834,0.042209,0.885255833,0.945549,0.010918884,0.01243,2.87864965,2.966148,0.022160108,0.025423,20.293519049,25.052654,0.026542734,0.035403,7.086871739,11.64153,8.966169656,9.238038,7.049394865,11.587752,8.868131059,9.132986,0.025712251,0.040538,0.029820982,0.036329,0.023991869,0.033891,0,0,0,0,16.053041394,20.763428,0.236689463,0.255358,2.874340833,2.961598,0,4,50,0.08,0.814486543,0.062240664,0,0.02,20,10,50,20,1,2,2,1,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_5kg_ignored_tetrapga,payload_5kg_ignored_tetrapga_summary.csv,ur,tetrapga,990,0.19578697,0.190311667,0.261729145,0.172196617,0.345941563,1,15.474391322,18.161981,0.039156779,0.042114,0.880585833,0.931125,0.010812258,0.012224,2.837587705,2.962808,0.021857248,0.024861,19.41570917,22.25206,0.025224367,0.032245,6.435083783,8.775733,8.807545135,9.156114,6.401183736,8.730939,8.711260281,9.058716,0.023028545,0.034927,0.027919743,0.032253,0.021914119,0.028544,0,0,0,0,15.242628918,17.915318,0.231762404,0.24684,2.83354276,2.958299,0,4,50,0.08,0.773719566,0.023232323,0,0.02,20,10,50,20,1,5,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
payload_5kg_modeled_tetrapga,payload_5kg_modeled_tetrapga_summary.csv,ur,tetrapga,914,0.200598493,0.195749552,0.263864969,0.143810541,0.310401615,1,17.582496784,22.591021,0.038371601,0.04192,0.883224816,0.946172,0.010880404,0.012078,2.885611056,2.971196,0.022346792,0.025662,21.588004063,26.519235,0.026619978,0.03543,8.392250336,13.693049,8.949847183,9.237658,8.347682904,13.62042,8.852110684,9.136812,0.030381027,0.049153,0.029324212,0.036358,0.025819434,0.03736,0,0,0,0,17.342097519,22.340737,0.240399266,0.260548,2.881348953,2.96598,0,4,50,0.08,0.879124839,0.196936543,0,0.02,20,10,50,20,1,5,5,1,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
