robot,backend,dof,sample_id,converged,failed,solver_iterations,solve_total_ms,final_cost,final_stop,failure_message,dam_calc_ms,dam_calcdiff_ms,dam_total_ms,cost_state_calc_ms,cost_state_calcdiff_ms,cost_state_total_ms,cost_control_calc_ms,cost_control_calcdiff_ms,cost_control_total_ms,cost_acc_calc_ms,cost_acc_calcdiff_ms,cost_acc_total_ms,cost_collision_calc_ms,cost_collision_calcdiff_ms,cost_collision_total_ms,cost_other_calc_ms,cost_other_calcdiff_ms,cost_other_total_ms,cost_total_ms,non_cost_model_ms,solver_overhead_ms,stack_total_ms,dam_calc_calls,dam_calcdiff_calls,dam_calc_per_iter_ms,dam_calcdiff_per_iter_ms,dam_total_per_iter_ms,cost_state_calc_per_iter_ms,cost_state_calcdiff_per_iter_ms,cost_state_total_per_iter_ms,cost_control_calc_per_iter_ms,cost_control_calcdiff_per_iter_ms,cost_control_total_per_iter_ms,cost_acc_calc_per_iter_ms,cost_acc_calcdiff_per_iter_ms,cost_acc_total_per_iter_ms,cost_collision_calc_per_iter_ms,cost_collision_calcdiff_per_iter_ms,cost_collision_total_per_iter_ms,cost_other_calc_per_iter_ms,cost_other_calcdiff_per_iter_ms,cost_other_total_per_iter_ms,cost_total_per_iter_ms,non_cost_model_per_iter_ms,solver_overhead_per_iter_ms,stack_total_per_iter_ms
"leap_hand","CasADi",16,19,1,0,9,47.736945,3.624100059,0.000000008,"",3.734595,34.748228,38.482823,0.097642,0.259072,0.356714,0.047047,0.035806,0.082853,0.064981,1.883605,1.948586,0,0,0,0,0,0,2.388153,36.09467,9.254122,47.736945,1015,510,0.414955,3.860914222,4.275869222,0.010849111,0.028785778,0.039634889,0.005227444,0.003978444,0.009205889,0.007220111,0.209289444,0.216509556,0,0,0,0,0,0,0.265350333,4.010518889,1.028235778,5.304105
"leap_hand","CasADi",16,20,1,0,9,48.026602,6.267925244,0.000010328,"",3.930428,34.759756,38.690184,0.102736,0.258819,0.361555,0.052908,0.033178,0.086086,0.069393,1.875331,1.944724,0,0,0,0,0,0,2.392365,36.297819,9.336418,48.026602,1070,510,0.436714222,3.862195111,4.298909333,0.011415111,0.028757667,0.040172778,0.005878667,0.003686444,0.009565111,0.007710333,0.208370111,0.216080444,0,0,0,0,0,0,0.265818333,4.033091,1.037379778,5.336289111
"leap_hand","CasADi",16,21,1,0,12,63.649396,4.102303079,0.000007294,"",6.243945,45.075852,51.319797,0.159572,0.333991,0.493563,0.07512,0.045044,0.120164,0.109052,2.415546,2.524598,0,0,0,0,0,0,3.138325,48.181472,12.329599,63.649396,1712,663,0.52032875,3.756321,4.27664975,0.013297667,0.027832583,0.04113025,0.00626,0.003753667,0.010013667,0.009087667,0.2012955,0.210383167,0,0,0,0,0,0,0.261527083,4.015122667,1.027466583,5.304116333
"leap_hand","CasADi",16,22,1,0,10,52.396649,6.2999002,0.000002996,"",3.986223,38.192257,42.17848,0.105489,0.286465,0.391954,0.049685,0.037675,0.08736,0.070265,2.054672,2.124937,0,0,0,0,0,0,2.604251,39.574229,10.218169,52.396649,1083,561,0.3986223,3.8192257,4.217848,0.0105489,0.0286465,0.0391954,0.0049685,0.0037675,0.008736,0.0070265,0.2054672,0.2124937,0,0,0,0,0,0,0.2604251,3.9574229,1.0218169,5.2396649
"leap_hand","CasADi",16,23,1,0,9,47.259567,6.863923767,0.000000728,"",3.364842,34.727953,38.092795,0.09255,0.259117,0.351667,0.041051,0.032406,0.073457,0.053883,1.866121,1.920004,0,0,0,0,0,0,2.345128,35.747667,9.166772,47.259567,922,510,0.373871333,3.858661444,4.232532778,0.010283333,0.028790778,0.039074111,0.004561222,0.003600667,0.008161889,0.005987,0.207346778,0.213333778,0,0,0,0,0,0,0.260569778,3.971963,1.018530222,5.251063
"unitree_g1","TetraPGA",29,0,1,0,12,106.119008,8.947725597,0.000000002,"",8.3763,38.13228,46.50858,0.104159,0.769656,0.873815,0.074123,0.110757,0.18488,0.1596,13.80474,13.96434,0,0,0,0,0,0,15.023035,31.485545,59.610428,106.119008,1464,663,0.698025,3.17769,3.875715,0.008679917,0.064138,0.072817917,0.006176917,0.00922975,0.015406667,0.0133,1.150395,1.163695,0,0,0,0,0,0,1.251919583,2.623795417,4.967535667,8.843250667
"unitree_g1","TetraPGA",29,1,1,0,10,88.28289,8.311828291,0,"",5.892019,32.285072,38.177091,0.073586,0.642594,0.71618,0.061597,0.100421,0.162018,0.122036,11.685152,11.807188,0,0,0,0,0,0,12.685386,25.491705,50.105799,88.28289,1017,561,0.5892019,3.2285072,3.8177091,0.0073586,0.0642594,0.071618,0.0061597,0.0100421,0.0162018,0.0122036,1.1685152,1.1807188,0,0,0,0,0,0,1.2685386,2.5491705,5.0105799,8.828289
"unitree_g1","TetraPGA",29,2,1,0,11,95.928518,10.134164625,0.000000002,"",6.430991,34.976138,41.407129,0.081762,0.685696,0.767458,0.060877,0.100698,0.161575,0.11938,12.689895,12.809275,0,0,0,0,0,0,13.738308,27.668821,54.521389,95.928518,1124,612,0.584635545,3.179648909,3.764284455,0.007432909,0.062336,0.069768909,0.005534273,0.009154364,0.014688636,0.010852727,1.153626818,1.164479545,0,0,0,0,0,0,1.248937091,2.515347364,4.956489909,8.720774364
"unitree_g1","TetraPGA",29,3,1,0,11,96.784936,9.006912199,0.000000007,"",7.129808,34.842516,41.972324,0.092646,0.673768,0.766414,0.069759,0.105443,0.175202,0.135305,12.644534,12.779839,0,0,0,0,0,0,13.721455,28.250869,54.812612,96.784936,1241,612,0.648164364,3.167501455,3.815665818,0.008422364,0.061251636,0.069674,0.006341727,0.009585727,0.015927455,0.012300455,1.149503091,1.161803545,0,0,0,0,0,0,1.247405,2.568260818,4.982964727,8.798630545
"unitree_g1","TetraPGA",29,4,1,0,9,80.097105,11.13529455,0.000000015,"",5.218105,29.457216,34.675321,0.066097,0.591398,0.657495,0.047647,0.087032,0.134679,0.098618,10.65644,10.755058,0,0,0,0,0,0,11.547232,23.128089,45.421784,80.097105,913,510,0.579789444,3.273024,3.852813444,0.007344111,0.065710889,0.073055,0.005294111,0.009670222,0.014964333,0.010957556,1.184048889,1.195006444,0,0,0,0,0,0,1.283025778,2.569787667,5.046864889,8.899678333
"unitree_g1","TetraPGA",29,5,1,0,11,98.31583,9.413250074,0.000000038,"",8.105379,35.194093,43.299472,0.097998,0.69844,0.796438,0.072021,0.112063,0.184084,0.141018,12.724651,12.865669,0,0,0,0,0,0,13.846191,29.453281,55.016358,98.31583,1424,612,0.736852636,3.199463,3.936315636,0.008908909,0.063494545,0.072403455,0.006547364,0.010187545,0.016734909,0.012819818,1.156786455,1.169606273,0,0,0,0,0,0,1.258744636,2.677571,5.001487091,8.937802727
"unitree_g1","TetraPGA",29,6,1,0,9,79.74091,8.542749708,0,"",5.398646,28.959414,34.35806,0.07068,0.572417,0.643097,0.054085,0.086753,0.140838,0.105544,10.521038,10.626582,0,0,0,0,0,0,11.410517,22.947543,45.38285,79.74091,938,510,0.599849556,3.217712667,3.817562222,0.007853333,0.063601889,0.071455222,0.006009444,0.009639222,0.015648667,0.011727111,1.169004222,1.180731333,0,0,0,0,0,0,1.267835222,2.549727,5.042538889,8.860101111
"unitree_g1","TetraPGA",29,7,1,0,11,98.153985,9.577726139,0.000000002,"",7.359618,35.56279,42.922408,0.091633,0.746374,0.838007,0.071477,0.107392,0.178869,0.141529,12.8608,13.002329,0,0,0,0,0,0,14.019205,28.903203,55.231577,98.153985,1282,612,0.669056182,3.232980909,3.902037091,0.008330273,0.067852182,0.076182455,0.006497909,0.009762909,0.016260818,0.012866273,1.169163636,1.182029909,0,0,0,0,0,0,1.274473182,2.627563909,5.021052455,8.923089545
"unitree_g1","TetraPGA",29,8,1,0,10,89.696822,9.961343616,0.000057402,"",7.22863,32.20369,39.43232,0.087591,0.632837,0.720428,0.063165,0.094759,0.157924,0.130602,11.676962,11.807564,0,0,0,0,0,0,12.685916,26.746404,50.264502,89.696822,1271,561,0.722863,3.220369,3.943232,0.0087591,0.0632837,0.0720428,0.0063165,0.0094759,0.0157924,0.0130602,1.1676962,1.1807564,0,0,0,0,0,0,1.2685916,2.6746404,5.0264502,8.9696822
"unitree_g1","TetraPGA",29,9,1,0,9,79.674295,8.768109682,0.000000027,"",4.951775,29.190986,34.142761,0.061343,0.575851,0.637194,0.048373,0.085922,0.134295,0.101446,10.594522,10.695968,0,0,0,0,0,0,11.467457,22.675304,45.531534,79.674295,859,510,0.550197222,3.243442889,3.793640111,0.006815889,0.063983444,0.070799333,0.005374778,0.009546889,0.014921667,0.011271778,1.177169111,1.188440889,0,0,0,0,0,0,1.274161889,2.519478222,5.059059333,8.852699444
"unitree_g1","TetraPGA",29,10,1,0,9,81.244242,8.627675458,0.000000368,"",6.297255,29.261633,35.558888,0.083507,0.566908,0.650415,0.05595,0.090278,0.146228,0.118479,10.611412,10.729891,0,0,0,0,0,0,11.526534,24.032354,45.685354,81.244242,1098,510,0.699695,3.251292556,3.950987556,0.009278556,0.062989778,0.072268333,0.006216667,0.010030889,0.016247556,0.013164333,1.179045778,1.192210111,0,0,0,0,0,0,1.280726,2.670261556,5.076150444,9.027138
"unitree_g1","TetraPGA",29,11,1,0,9,81.284714,10.470375888,0,"",5.253473,30.070606,35.324079,0.067458,0.643016,0.710474,0.052328,0.102463,0.154791,0.107981,10.820414,10.928395,0,0,0,0,0,0,11.79366,23.530419,45.960635,81.284714,911,510,0.583719222,3.341178444,3.924897667,0.007495333,0.071446222,0.078941556,0.005814222,0.011384778,0.017199,0.011997889,1.202268222,1.214266111,0,0,0,0,0,0,1.310406667,2.614491,5.106737222,9.031634889
"unitree_g1","TetraPGA",29,12,1,0,8,73.092399,9.292470169,0.000000151,"",5.212365,26.52043,31.732795,0.066652,0.52293,0.589582,0.048748,0.082315,0.131063,0.105236,9.585743,9.690979,0,0,0,0,0,0,10.411624,21.321171,41.359604,73.092399,909,459,0.651545625,3.31505375,3.966599375,0.0083315,0.06536625,0.07369775,0.0060935,0.010289375,0.016382875,0.0131545,1.198217875,1.211372375,0,0,0,0,0,0,1.301453,2.665146375,5.1699505,9.136549875
"unitree_g1","TetraPGA",29,13,1,0,12,107.512499,8.015958171,0.000033614,"",9.653452,38.017684,47.671136,0.114786,0.759761,0.874547,0.089092,0.120106,0.209198,0.164015,13.778794,13.942809,0,0,0,0,0,0,15.026554,32.644582,59.841363,107.512499,1704,663,0.804454333,3.168140333,3.972594667,0.0095655,0.063313417,0.072878917,0.007424333,0.010008833,0.017433167,0.013667917,1.148232833,1.16190075,0,0,0,0,0,0,1.252212833,2.720381833,4.98678025,8.959374917
"unitree_g1","TetraPGA",29,14,1,0,10,89.139121,7.615056616,0,"",6.69509,32.185278,38.880368,0.084969,0.644789,0.729758,0.063907,0.096165,0.160072,0.126012,11.650733,11.776745,0,0,0,0,0,0,12.666575,26.213793,50.258753,89.139121,1166,561,0.669509,3.2185278,3.8880368,0.0084969,0.0644789,0.0729758,0.0063907,0.0096165,0.0160072,0.0126012,1.1650733,1.1776745,0,0,0,0,0,0,1.2666575,2.6213793,5.0258753,8.9139121
"unitree_g1","TetraPGA",29,15,1,0,9,81.005483,4.978880856,0.000000582,"",6.063709,29.240846,35.304555,0.078373,0.579128,0.657501,0.05323,0.086948,0.140178,0.11437,10.595878,10.710248,0,0,0,0,0,0,11.507927,23.796628,45.700928,81.005483,1060,510,0.673745444,3.248982889,3.922728333,0.008708111,0.064347556,0.073055667,0.005914444,0.009660889,0.015575333,0.012707778,1.177319778,1.190027556,0,0,0,0,0,0,1.278658556,2.644069778,5.077880889,9.000609222
"unitree_g1","TetraPGA",29,16,1,0,15,132.095621,7.99504297,0,"",11.859862,46.785531,58.645393,0.142327,0.941234,1.083561,0.101992,0.136686,0.238678,0.202473,16.915722,17.118195,0,0,0,0,0,0,18.440434,40.204959,73.450228,132.095621,2096,816,0.790657467,3.1190354,3.909692867,0.009488467,0.062748933,0.0722374,0.006799467,0.0091124,0.015911867,0.0134982,1.1277148,1.141213,0,0,0,0,0,0,1.229362267,2.6803306,4.896681867,8.806374733
"unitree_g1","TetraPGA",29,17,1,0,8,72.597605,11.929740232,0,"",4.49701,26.784771,31.281781,0.06333,0.555892,0.619222,0.043284,0.084167,0.127451,0.09452,9.648732,9.743252,0,0,0,0,0,0,10.489925,20.791856,41.315824,72.597605,777,459,0.56212625,3.348096375,3.910222625,0.00791625,0.0694865,0.07740275,0.0054105,0.010520875,0.015931375,0.011815,1.2060915,1.2179065,0,0,0,0,0,0,1.311240625,2.598982,5.164478,9.074700625
"unitree_g1","TetraPGA",29,18,1,0,9,81.449068,9.544370012,0.000000001,"",6.05535,29.441748,35.497098,0.076653,0.584536,0.661189,0.058992,0.087221,0.146213,0.123156,10.680835,10.803991,0,0,0,0,0,0,11.611393,23.885705,45.95197,81.449068,1053,510,0.672816667,3.271305333,3.944122,0.008517,0.064948444,0.073465444,0.006554667,0.009691222,0.016245889,0.013684,1.186759444,1.200443444,0,0,0,0,0,0,1.290154778,2.653967222,5.105774444,9.049896444
"unitree_g1","TetraPGA",29,19,1,0,8,72.499194,6.40334266,0.000000615,"",5.253594,26.135275,31.388869,0.071642,0.503002,0.574644,0.055003,0.077124,0.132127,0.10632,9.489895,9.596215,0,0,0,0,0,0,10.302986,21.085883,41.110325,72.499194,911,459,0.65669925,3.266909375,3.923608625,0.00895525,0.06287525,0.0718305,0.006875375,0.0096405,0.016515875,0.01329,1.186236875,1.199526875,0,0,0,0,0,0,1.28787325,2.635735375,5.138790625,9.06239925
"unitree_g1","TetraPGA",29,20,1,0,9,81.391053,7.350514524,0,"",6.21679,29.488699,35.705489,0.080901,0.595799,0.6767,0.057042,0.096018,0.15306,0.113781,10.683511,10.797292,0,0,0,0,0,0,11.627052,24.078437,45.685564,81.391053,1083,510,0.690754444,3.276522111,3.967276556,0.008989,0.066199889,0.075188889,0.006338,0.010668667,0.017006667,0.012642333,1.187056778,1.199699111,0,0,0,0,0,0,1.291894667,2.675381889,5.076173778,9.043450333
"unitree_g1","TetraPGA",29,21,1,0,12,107.785325,8.654296364,0,"",9.013457,38.684059,47.697516,0.105328,0.792291,0.897619,0.081649,0.116225,0.197874,0.152942,13.926417,14.079359,0,0,0,0,0,0,15.174852,32.522664,60.087809,107.785325,1588,663,0.751121417,3.223671583,3.974793,0.008777333,0.06602425,0.074801583,0.006804083,0.009685417,0.0164895,0.012745167,1.16053475,1.173279917,0,0,0,0,0,0,1.264571,2.710222,5.007317417,8.982110417
"unitree_g1","TetraPGA",29,22,1,0,7,64.716441,7.342951615,0.000000477,"",4.098236,23.798589,27.896825,0.054012,0.497999,0.552011,0.04074,0.08143,0.12217,0.092406,8.582203,8.674609,0,0,0,0,0,0,9.34879,18.548035,36.819616,64.716441,709,408,0.585462286,3.399798429,3.985260714,0.007716,0.071142714,0.078858714,0.00582,0.011632857,0.017452857,0.013200857,1.226029,1.239229857,0,0,0,0,0,0,1.335541429,2.649719286,5.259945143,9.245205857
"unitree_g1","TetraPGA",29,23,1,0,9,80.77335,10.52823996,0.000000003,"",5.844537,29.215595,35.060132,0.073985,0.568868,0.642853,0.05356,0.084892,0.138452,0.110155,10.602744,10.712899,0,0,0,0,0,0,11.494204,23.565928,45.713218,80.77335,1021,510,0.649393,3.246177222,3.895570222,0.008220556,0.063207556,0.071428111,0.005951111,0.009432444,0.015383556,0.012239444,1.178082667,1.190322111,0,0,0,0,0,0,1.277133778,2.618436444,5.079246444,8.974816667
"unitree_g1","Pinocchio",29,0,1,0,12,110.467863,8.947725597,0.000000002,"",10.257016,39.131022,49.388038,0.239576,0.785511,1.025087,0.096108,0.138288,0.234396,0.107046,13.918593,14.025639,0,0,0,0,0,0,15.285122,34.102916,61.079825,110.467863,1465,663,0.854751333,3.2609185,4.115669833,0.019964667,0.06545925,0.085423917,0.008009,0.011524,0.019533,0.0089205,1.15988275,1.16880325,0,0,0,0,0,0,1.273760167,2.841909667,5.089985417,9.20565525
"unitree_g1","Pinocchio",29,1,1,0,10,89.890169,8.311828291,0,"",7.075959,32.209341,39.2853,0.162624,0.628754,0.791378,0.066457,0.103049,0.169506,0.069796,11.58382,11.653616,0,0,0,0,0,0,12.6145,26.6708,50.604869,89.890169,1017,561,0.7075959,3.2209341,3.92853,0.0162624,0.0628754,0.0791378,0.0066457,0.0103049,0.0169506,0.0069796,1.158382,1.1653616,0,0,0,0,0,0,1.26145,2.66708,5.0604869,8.9890169
"unitree_g1","Pinocchio",29,2,1,0,11,99.747245,10.134164625,0.000000002,"",7.972713,35.768555,43.741268,0.190066,0.7172,0.907266,0.078808,0.121121,0.199929,0.080868,12.751897,12.832765,0,0,0,0,0,0,13.93996,29.801308,56.005977,99.747245,1124,612,0.724792091,3.251686818,3.976478909,0.017278727,0.0652,0.082478727,0.007164364,0.011011,0.018175364,0.007351636,1.159263364,1.166615,0,0,0,0,0,0,1.267269091,2.709209818,5.091452455,9.067931364
"unitree_g1","Pinocchio",29,3,1,0,11,99.669965,9.006912199,0.000000007,"",8.667201,35.285647,43.952848,0.191109,0.696916,0.888025,0.08069,0.118522,0.199212,0.088243,12.642256,12.730499,0,0,0,0,0,0,13.817736,30.135112,55.717117,99.669965,1241,612,0.787927364,3.207786091,3.995713455,0.017373545,0.063356,0.080729545,0.007335455,0.010774727,0.018110182,0.008022091,1.149296,1.157318091,0,0,0,0,0,0,1.256157818,2.739555636,5.065192455,9.060905909
"unitree_g1","Pinocchio",29,4,1,0,9,81.547521,11.13529455,0.000000015,"",6.344196,29.311824,35.65602,0.141105,0.580332,0.721437,0.0549,0.093479,0.148379,0.067551,10.51899,10.586541,0,0,0,0,0,0,11.456357,24.199663,45.891501,81.547521,914,510,0.704910667,3.256869333,3.96178,0.015678333,0.064481333,0.080159667,0.0061,0.010386556,0.016486556,0.007505667,1.168776667,1.176282333,0,0,0,0,0,0,1.272928556,2.688851444,5.099055667,9.060835667
"unitree_g1","Pinocchio",29,5,1,0,11,101.555781,9.413250074,0.000000038,"",9.821298,35.623503,45.444801,0.221957,0.712342,0.934299,0.081366,0.122238,0.203604,0.10082,12.75341,12.85423,0,0,0,0,0,0,13.992133,31.452668,56.11098,101.555781,1424,612,0.892845273,3.238500273,4.131345545,0.020177909,0.064758364,0.084936273,0.007396909,0.011112545,0.018509455,0.009165455,1.159400909,1.168566364,0,0,0,0,0,0,1.272012091,2.859333455,5.100998182,9.232343727
"unitree_g1","Pinocchio",29,6,1,0,9,82.449549,8.542749708,0,"",6.594936,29.502857,36.097793,0.154495,0.587998,0.742493,0.06195,0.094235,0.156185,0.071001,10.563841,10.634842,0,0,0,0,0,0,11.53352,24.564273,46.351756,82.449549,938,510,0.732770667,3.278095222,4.010865889,0.017166111,0.065333111,0.082499222,0.006883333,0.010470556,0.017353889,0.007889,1.173760111,1.181649111,0,0,0,0,0,0,1.281502222,2.729363667,5.150195111,9.161061
"unitree_g1","Pinocchio",29,7,1,0,11,100.053085,9.577726139,0.000000002,"",8.936946,35.400982,44.337928,0.201947,0.70425,0.906197,0.073251,0.119114,0.192365,0.100931,12.705027,12.805958,0,0,0,0,0,0,13.90452,30.433408,55.715157,100.053085,1283,612,0.812449636,3.218271091,4.030720727,0.018358818,0.064022727,0.082381545,0.006659182,0.010828545,0.017487727,0.009175545,1.155002455,1.164178,0,0,0,0,0,0,1.264047273,2.766673455,5.065014273,9.095735
"unitree_g1","Pinocchio",29,8,1,0,10,92.243209,9.961343616,0.000057402,"",8.734863,32.420768,41.155631,0.198566,0.652573,0.851139,0.068983,0.102818,0.171801,0.084841,11.629811,11.714652,0,0,0,0,0,0,12.737592,28.418039,51.087578,92.243209,1271,561,0.8734863,3.2420768,4.1155631,0.0198566,0.0652573,0.0851139,0.0068983,0.0102818,0.0171801,0.0084841,1.1629811,1.1714652,0,0,0,0,0,0,1.2737592,2.8418039,5.1087578,9.2243209
"unitree_g1","Pinocchio",29,9,1,0,9,81.529177,8.768109682,0.000000027,"",6.030057,29.371462,35.401519,0.1394,0.586753,0.726153,0.057979,0.095728,0.153707,0.058037,10.551255,10.609292,0,0,0,0,0,0,11.489152,23.912367,46.127658,81.529177,859,510,0.670006333,3.263495778,3.933502111,0.015488889,0.065194778,0.080683667,0.006442111,0.010636444,0.017078556,0.006448556,1.172361667,1.178810222,0,0,0,0,0,0,1.276572444,2.656929667,5.125295333,9.058797444
"unitree_g1","Pinocchio",29,10,1,0,9,83.693209,8.627675458,0.000000368,"",7.655186,29.546438,37.201624,0.177678,0.584493,0.762171,0.071943,0.095354,0.167297,0.074958,10.594097,10.669055,0,0,0,0,0,0,11.598523,25.603101,46.491585,83.693209,1098,510,0.850576222,3.282937556,4.133513778,0.019742,0.064943667,0.084685667,0.007993667,0.010594889,0.018588556,0.008328667,1.177121889,1.185450556,0,0,0,0,0,0,1.288724778,2.844789,5.165731667,9.299245444
"unitree_g1","Pinocchio",29,11,1,0,9,82.453705,10.470375888,0,"",6.36824,29.726787,36.095027,0.149289,0.587581,0.73687,0.058007,0.100425,0.158432,0.06825,10.607723,10.675973,0,0,0,0,0,0,11.571275,24.523752,46.358678,82.453705,911,510,0.707582222,3.302976333,4.010558556,0.016587667,0.065286778,0.081874444,0.006445222,0.011158333,0.017603556,0.007583333,1.178635889,1.186219222,0,0,0,0,0,0,1.285697222,2.724861333,5.150964222,9.161522778
"unitree_g1","Pinocchio",29,12,1,0,8,74.695352,9.292470169,0.000000151,"",6.378577,26.4376,32.816177,0.150838,0.527582,0.67842,0.056087,0.087815,0.143902,0.06224,9.488791,9.551031,0,0,0,0,0,0,10.373353,22.442824,41.879175,74.695352,909,459,0.797322125,3.3047,4.102022125,0.01885475,0.06594775,0.0848025,0.007010875,0.010976875,0.01798775,0.00778,1.186098875,1.193878875,0,0,0,0,0,0,1.296669125,2.805353,5.234896875,9.336919
"unitree_g1","Pinocchio",29,13,1,0,12,111.023595,8.015958171,0.000033614,"",11.732091,38.308582,50.040673,0.260708,0.7584,1.019108,0.100019,0.121743,0.221762,0.113389,13.739673,13.853062,0,0,0,0,0,0,15.093932,34.946741,60.982922,111.023595,1704,663,0.97767425,3.192381833,4.170056083,0.021725667,0.0632,0.084925667,0.008334917,0.01014525,0.018480167,0.009449083,1.14497275,1.154421833,0,0,0,0,0,0,1.257827667,2.912228417,5.081910167,9.25196625
"unitree_g1","Pinocchio",29,14,1,0,10,91.249723,7.615056616,0,"",8.112631,32.192269,40.3049,0.186173,0.641434,0.827607,0.073806,0.099738,0.173544,0.075653,11.508768,11.584421,0,0,0,0,0,0,12.585572,27.719328,50.944823,91.249723,1166,561,0.8112631,3.2192269,4.03049,0.0186173,0.0641434,0.0827607,0.0073806,0.0099738,0.0173544,0.0075653,1.1508768,1.1584421,0,0,0,0,0,0,1.2585572,2.7719328,5.0944823,9.1249723
"unitree_g1","Pinocchio",29,15,1,0,9,83.30064,4.978880856,0.000000582,"",7.327972,29.565688,36.89366,0.165449,0.585933,0.751382,0.062047,0.09889,0.160937,0.070254,10.577213,10.647467,0,0,0,0,0,0,11.559786,25.333874,46.40698,83.30064,1060,510,0.814219111,3.285076444,4.099295556,0.018383222,0.065103667,0.083486889,0.006894111,0.010987778,0.017881889,0.007806,1.175245889,1.183051889,0,0,0,0,0,0,1.284420667,2.814874889,5.156331111,9.255626667
"unitree_g1","Pinocchio",29,16,1,0,15,136.645058,7.99504297,0,"",14.350604,47.189854,61.540458,0.312629,0.943104,1.255733,0.112511,0.152324,0.264835,0.137911,16.917689,17.0556,0,0,0,0,0,0,18.576168,42.96429,75.1046,136.645058,2096,816,0.956706933,3.145990267,4.1026972,0.020841933,0.0628736,0.083715533,0.007500733,0.010154933,0.017655667,0.009194067,1.127845933,1.13704,0,0,0,0,0,0,1.2384112,2.864286,5.006973333,9.109670533
"unitree_g1","Pinocchio",29,17,1,0,8,74.03906,11.929740232,0,"",5.479378,26.843403,32.322781,0.129395,0.528933,0.658328,0.049658,0.088502,0.13816,0.056757,9.58769,9.644447,0,0,0,0,0,0,10.440935,21.881846,41.716279,74.03906,776,459,0.68492225,3.355425375,4.040347625,0.016174375,0.066116625,0.082291,0.00620725,0.01106275,0.01727,0.007094625,1.19846125,1.205555875,0,0,0,0,0,0,1.305116875,2.73523075,5.214534875,9.2548825
"unitree_g1","Pinocchio",29,18,1,0,9,83.28072,9.544370012,0.000000001,"",7.315073,29.418608,36.733681,0.169509,0.578759,0.748268,0.063984,0.095522,0.159506,0.071568,10.574535,10.646103,0,0,0,0,0,0,11.553877,25.179804,46.547039,83.28072,1053,510,0.812785889,3.268734222,4.081520111,0.018834333,0.064306556,0.083140889,0.007109333,0.010613556,0.017722889,0.007952,1.174948333,1.182900333,0,0,0,0,0,0,1.283764111,2.797756,5.171893222,9.253413333
"unitree_g1","Pinocchio",29,19,1,0,8,74.657545,6.40334266,0.000000615,"",6.358373,26.517558,32.875931,0.150566,0.526372,0.676938,0.058687,0.08537,0.144057,0.064716,9.511487,9.576203,0,0,0,0,0,0,10.397198,22.478733,41.781614,74.657545,911,459,0.794796625,3.31469475,4.109491375,0.01882075,0.0657965,0.08461725,0.007335875,0.01067125,0.018007125,0.0080895,1.188935875,1.197025375,0,0,0,0,0,0,1.29964975,2.809841625,5.22270175,9.332193125
"unitree_g1","Pinocchio",29,20,1,0,9,83.419855,7.350514524,0,"",7.477153,29.636293,37.113446,0.169085,0.582993,0.752078,0.070943,0.100636,0.171579,0.068608,10.593798,10.662406,0,0,0,0,0,0,11.586063,25.527383,46.306409,83.419855,1082,510,0.830794778,3.292921444,4.123716222,0.018787222,0.064777,0.083564222,0.007882556,0.011181778,0.019064333,0.007623111,1.177088667,1.184711778,0,0,0,0,0,0,1.287340333,2.836375889,5.145156556,9.268872778
"unitree_g1","Pinocchio",29,21,1,0,12,109.96642,8.654296364,0,"",10.910947,38.338979,49.249926,0.24504,0.756089,1.001129,0.08534,0.122453,0.207793,0.105232,13.771113,13.876345,0,0,0,0,0,0,15.085267,34.164659,60.716494,109.96642,1588,663,0.909245583,3.194914917,4.1041605,0.02042,0.063007417,0.083427417,0.007111667,0.010204417,0.017316083,0.008769333,1.14759275,1.156362083,0,0,0,0,0,0,1.257105583,2.847054917,5.059707833,9.163868333
"unitree_g1","Pinocchio",29,22,1,0,7,65.540772,7.342951615,0.000000477,"",4.989185,23.538588,28.527773,0.117167,0.467485,0.584652,0.049595,0.077741,0.127336,0.04919,8.408055,8.457245,0,0,0,0,0,0,9.169233,19.35854,37.012999,65.540772,709,408,0.712740714,3.362655429,4.075396143,0.016738143,0.066783571,0.083521714,0.007085,0.011105857,0.018190857,0.007027143,1.201150714,1.208177857,0,0,0,0,0,0,1.309890429,2.765505714,5.287571286,9.362967429
"unitree_g1","Pinocchio",29,23,1,0,9,82.795173,10.52823996,0.000000003,"",7.13857,29.420825,36.559395,0.164511,0.582215,0.746726,0.06722,0.091334,0.158554,0.071698,10.593428,10.665126,0,0,0,0,0,0,11.570406,24.988989,46.235778,82.795173,1022,510,0.793174444,3.268980556,4.062155,0.018279,0.064690556,0.082969556,0.007468889,0.010148222,0.017617111,0.007966444,1.177047556,1.185014,0,0,0,0,0,0,1.285600667,2.776554333,5.137308667,9.199463667
"unitree_g1","CasADi",29,0,1,0,12,176.377564,8.947725597,0.000000002,"",9.769534,106.423436,116.19297,0.232809,0.772293,1.005102,0.095529,0.136178,0.231707,0.115926,13.380232,13.496158,0,0,0,0,0,0,14.732967,101.460003,60.184594,176.377564,1464,663,0.814127833,8.868619667,9.6827475,0.01940075,0.06435775,0.0837585,0.00796075,0.011348167,0.019308917,0.0096605,1.115019333,1.124679833,0,0,0,0,0,0,1.22774725,8.45500025,5.015382833,14.698130333
