model,dof,seed,sample_id,d_safe,obstacle_count,success,failed,cost,stop,iter,solve_ms,initial_min_distance,final_min_distance,trajectory_min_distance,safety_violation_count,collision_violation_count,placement_error_norm,path_length,jerk_rms,torque_rate_rms,failure_message
ur10,6,2099586996,3,0.05,8,0,0,6023.327888395,0.219408717,100,108.764585,0.312571299,0.098889008,0.098889008,0,0,0.539556885,3.542284179,64690.170933454,13687.820081361,""
ur10,6,2099586999,4,0.05,8,1,0,6145.116577815,0.000000045,77,75.897493,0.242389217,0.045999966,0.031169051,8,0,1.044163979,3.60401953,20413.41314242,14314.637149684,""
ur10,6,2099586998,5,0.05,8,0,0,5333.438093814,0.099033587,100,106.257655,0.223645173,0.167848772,0.010937977,12,0,0.675520554,3.737949487,20992.063351252,7264.474042334,""
ur10,6,2099586993,6,0.05,8,1,0,4514.52464062,0.000000046,57,57.381559,0.409151333,0.04737772,-0.036781382,43,13,1.606269321,3.922023051,8783.941208432,15395.244856586,""
ur10,6,2099586992,7,0.05,8,0,0,5550.787364078,0.000003632,100,102.160785,0.2808705,0.100938108,0.050441516,0,0,0.519109029,3.437136356,13945.95896138,10325.351700006,""
ur10,6,2099586995,8,0.05,8,0,0,3515.589586167,0.108002988,100,107.163783,0.227507499,0.078642203,-0.001564571,43,2,0.599227113,3.317564003,50270.032739184,8509.705662284,""
ur10,6,2099586994,9,0.05,8,0,0,3986.561441496,0.002273627,100,102.692823,0.205465736,0.075399431,-0.079888404,38,15,1.296545082,3.744184146,8485.860420563,13441.949445831,""
ur10,6,2099587005,10,0.05,8,0,0,5740.95522525,0.029388785,100,105.505218,0.231898005,-0.083019765,-0.083019765,44,25,0.482251712,3.350372671,102492.26289154,11293.06802834,""
ur10,6,2099587004,11,0.05,8,0,0,5845.24427166,2.772419291,100,105.843458,0.278215457,0.12130471,0.02449994,9,0,0.541209086,3.903512418,63378.783296887,11458.635758743,""
ur10,6,2099587007,12,0.05,8,0,0,6676.101277785,0.000458614,100,97.677441,0.261834476,0.089638371,0.056718538,0,0,0.683324249,3.420764802,30514.225150277,15151.752071459,""
ur10,6,2099587006,13,0.05,8,0,0,6101.211484058,0.040544738,100,106.323813,0.336860491,0.087905988,0.051186841,0,0,1.174489355,3.45406501,31964.065413619,11694.238903387,""
ur10,6,2099587001,14,0.05,8,0,0,5870.446112251,3.565131205,100,104.272676,0.207956456,0.130143639,0.061855755,0,0,1.186609145,4.298629028,41546.844547613,9446.79277374,""
